siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone
Dr. Karni Singh Shooting Range,1421,2018-02-27,44.97,160.2,66.05,32.56,23.51,55.61
Dr. Karni Singh Shooting Range,1421,2018-02-28,28.268,223.94,96.3,41.92,28.94,56.23
Dr. Karni Singh Shooting Range,1421,2018-03-01,49.96,224.57,109.27,38.34,39.83,54.63
Dr. Karni Singh Shooting Range,1421,2018-03-02,47.0,252.16,79.54,38.33,20.89,11.54
Dr. Karni Singh Shooting Range,1421,2018-03-03,44.38,219.65,60.64,39.98,25.91,39.18
Dr. Karni Singh Shooting Range,1421,2018-03-04,45.68,186.23,56.96,34.0,34.3,50.63
Dr. Karni Singh Shooting Range,1421,2018-03-05,30.3,164.77,65.72,30.77,25.86,48.99
Dr. Karni Singh Shooting Range,1421,2018-03-06,34.65,157.92,50.89,29.48,29.55,66.27
Dr. Karni Singh Shooting Range,1421,2018-03-07,36.6,187.72,69.22,29.86,29.45,58.92
Dr. Karni Singh Shooting Range,1421,2018-03-08,58.0,206.47,99.24,36.6,34.17,59.86
Dr. Karni Singh Shooting Range,1421,2018-03-09,41.23,258.6,175.77,41.35,40.97,85.0
Dr. Karni Singh Shooting Range,1421,2018-03-10,38.86,184.27,66.37,29.96,29.98,54.24
Dr. Karni Singh Shooting Range,1421,2018-03-11,42.9,228.15,75.58,31.41,33.33,64.08
Dr. Karni Singh Shooting Range,1421,2018-03-12,41.67,266.07,113.66,33.07,34.22,60.62
Dr. Karni Singh Shooting Range,1421,2018-03-13,34.56,243.37,89.95,32.9,34.22,59.7
Dr. Karni Singh Shooting Range,1421,2018-03-14,39.4,322.33,61.24,30.8,46.23,57.91
Dr. Karni Singh Shooting Range,1421,2018-03-15,27.444,400.53,75.71,28.9,32.44,42.19
Dr. Karni Singh Shooting Range,1421,2018-03-16,46.11,165.18,72.96,34.23,38.11,52.3
Dr. Karni Singh Shooting Range,1421,2018-03-17,56.0,207.88,47.87,34.0,39.52,51.39
Dr. Karni Singh Shooting Range,1421,2018-03-18,35.11,120.71,59.85,24.35,28.32,94.81
Dr. Karni Singh Shooting Range,1421,2018-03-19,37.9,136.89,81.04,27.19,28.6,63.21
Dr. Karni Singh Shooting Range,1421,2018-03-20,42.34,166.86,75.12,30.97,30.44,71.65
Dr. Karni Singh Shooting Range,1421,2018-03-21,50.8,191.25,60.15,38.53,37.47,66.07
Dr. Karni Singh Shooting Range,1421,2018-03-22,50.8,120.8,51.15,34.76,34.38,70.61
Dr. Karni Singh Shooting Range,1421,2018-03-23,44.96,108.19,72.6,28.95,27.93,73.91
Dr. Karni Singh Shooting Range,1421,2018-03-24,36.34,127.98,55.86,31.96,31.15,75.36
Dr. Karni Singh Shooting Range,1421,2018-03-25,38.08,126.27,48.66,31.36,34.9,86.1
Dr. Karni Singh Shooting Range,1421,2018-03-26,42.44,134.36,59.99,30.04,36.27,80.24
Dr. Karni Singh Shooting Range,1421,2018-03-27,33.37,152.06,96.89,29.11,37.41,57.8
Dr. Karni Singh Shooting Range,1421,2018-03-28,38.98,125.81,56.75,26.91,34.6,82.21
Dr. Karni Singh Shooting Range,1421,2018-03-29,38.2,144.47,64.56,28.53,30.81,79.11
Dr. Karni Singh Shooting Range,1421,2018-03-30,38.0,150.85,64.45,28.56,28.5,82.06
Dr. Karni Singh Shooting Range,1421,2018-03-31,45.97,170.88,109.4,30.64,10.7,93.8
Dr. Karni Singh Shooting Range,1421,2018-04-01,47.25,105.69,42.16,24.19,26.47,128.55
Dr. Karni Singh Shooting Range,1421,2018-04-02,50.73,128.05,47.32,28.73,31.04,104.02
Dr. Karni Singh Shooting Range,1421,2018-04-03,57.33,147.85,38.11,32.63,43.66,98.64
Dr. Karni Singh Shooting Range,1421,2018-04-04,55.85,144.03,80.99,34.45,37.26,69.22
Dr. Karni Singh Shooting Range,1421,2018-04-05,58.38,186.0,125.67,42.47,37.27,51.78
Dr. Karni Singh Shooting Range,1421,2018-04-06,29.67,117.56,56.02,34.62,45.28,94.85
Dr. Karni Singh Shooting Range,1421,2018-04-07,38.54,101.89,42.87,28.21,23.06,92.09
Dr. Karni Singh Shooting Range,1421,2018-04-08,44.12,103.5,28.71,27.72,23.1,96.37
Dr. Karni Singh Shooting Range,1421,2018-04-09,38.04,91.69,52.03,33.23,24.11,59.65
Dr. Karni Singh Shooting Range,1421,2018-04-10,49.16,162.08,50.74,33.28,16.45,45.03
Dr. Karni Singh Shooting Range,1421,2018-04-11,39.21,81.03,28.64,29.54,33.44,80.77
Dr. Karni Singh Shooting Range,1421,2018-04-12,31.24,85.83,53.08,27.01,29.68,68.76
Dr. Karni Singh Shooting Range,1421,2018-04-13,31.36,122.53,119.93,29.76,30.03,69.74
Dr. Karni Singh Shooting Range,1421,2018-04-14,34.76,161.85,120.0,35.62,37.09,61.15
Dr. Karni Singh Shooting Range,1421,2018-04-15,43.11,131.43,70.7,35.63,38.47,58.74
Dr. Karni Singh Shooting Range,1421,2018-04-16,51.1,234.86,119.79,42.13,42.39,83.99
Dr. Karni Singh Shooting Range,1421,2018-04-17,43.95,237.35,62.63,31.65,33.55,78.98
Dr. Karni Singh Shooting Range,1421,2018-04-18,53.43,235.07,53.0,27.58,32.56,64.71
Dr. Karni Singh Shooting Range,1421,2018-04-19,42.17,270.03,86.68,30.46,36.3,59.81
Dr. Karni Singh Shooting Range,1421,2018-04-20,31.29,313.09,43.69,26.56,35.27,73.43
Dr. Karni Singh Shooting Range,1421,2018-04-21,41.5,417.91,39.92,23.97,27.9,76.09
Dr. Karni Singh Shooting Range,1421,2018-04-22,38.18,142.29,46.64,24.83,38.42,91.34
Dr. Karni Singh Shooting Range,1421,2018-04-23,38.07,179.5,53.72,23.87,29.93,92.91
Dr. Karni Singh Shooting Range,1421,2018-04-24,38.8,194.26,65.1,26.76,33.66,72.08
Dr. Karni Singh Shooting Range,1421,2018-04-25,35.45,170.29,69.17,21.97,27.98,63.01
Dr. Karni Singh Shooting Range,1421,2018-04-26,33.02,283.42,90.03,32.84,38.17,44.29
Dr. Karni Singh Shooting Range,1421,2018-04-27,59.0,118.12,34.32,37.06,21.92,112.07
Dr. Karni Singh Shooting Range,1421,2018-04-28,54.61,82.63,33.33,33.04,19.7,127.99
Dr. Karni Singh Shooting Range,1421,2018-04-29,51.49,73.56,40.75,37.47,32.39,94.46
Dr. Karni Singh Shooting Range,1421,2018-04-30,46.25,95.48,31.99,38.36,19.33,85.23
Dr. Karni Singh Shooting Range,1421,2018-05-01,42.68,60.3,43.35,22.67,3.63,112.43
Dr. Karni Singh Shooting Range,1421,2018-05-02,40.3,73.04,32.45,24.66,12.62,108.21
Dr. Karni Singh Shooting Range,1421,2018-05-03,28.57,98.76,33.64,29.53,21.41,90.53
Dr. Karni Singh Shooting Range,1421,2018-05-04,33.89,91.24,39.15,26.96,22.22,104.97
Dr. Karni Singh Shooting Range,1421,2018-05-05,44.42,170.6,84.23,29.83,30.39,66.23
Dr. Karni Singh Shooting Range,1421,2018-05-06,34.04,240.11,67.8,31.77,42.0,88.15
Dr. Karni Singh Shooting Range,1421,2018-05-07,49.68,273.1,76.64,27.8,31.51,46.47
Dr. Karni Singh Shooting Range,1421,2018-05-08,32.86,100.23,39.67,22.5,20.54,109.77
Dr. Karni Singh Shooting Range,1421,2018-05-09,35.2,125.79,51.89,28.18,32.33,67.36
Dr. Karni Singh Shooting Range,1421,2018-05-10,57.3,152.58,58.67,30.27,28.76,63.71
Dr. Karni Singh Shooting Range,1421,2018-05-11,12.028,235.22,68.44,29.83,28.21,86.39
Dr. Karni Singh Shooting Range,1421,2018-05-12,21.748,277.12,51.52,34.6,28.33,98.45
Dr. Karni Singh Shooting Range,1421,2018-05-13,23.15,163.72,30.35,24.01,23.62,119.6
Dr. Karni Singh Shooting Range,1421,2018-05-14,36.99,118.01,29.41,22.09,7.93,84.66
Dr. Karni Singh Shooting Range,1421,2018-05-15,48.6,144.64,48.86,23.67,13.63,98.6
Dr. Karni Singh Shooting Range,1421,2018-05-16,44.39,184.97,54.72,23.64,12.28,88.87
Dr. Karni Singh Shooting Range,1421,2018-05-17,28.328,341.03,57.37,26.94,21.43,73.95
Dr. Karni Singh Shooting Range,1421,2018-05-18,46.7,224.47,70.08,27.88,21.33,72.32
Dr. Karni Singh Shooting Range,1421,2018-05-19,46.96,167.63,52.58,27.45,19.98,80.82
Dr. Karni Singh Shooting Range,1421,2018-05-20,47.98,148.69,70.21,25.48,22.49,62.23
Dr. Karni Singh Shooting Range,1421,2018-05-21,44.95,138.28,77.94,21.28,16.69,77.89
Dr. Karni Singh Shooting Range,1421,2018-05-22,52.0,147.96,86.56,22.49,23.33,51.32
Dr. Karni Singh Shooting Range,1421,2018-05-23,52.33,250.12,134.2,33.18,30.29,33.79
Dr. Karni Singh Shooting Range,1421,2018-05-24,50.6,321.54,104.68,35.49,31.31,42.27
Dr. Karni Singh Shooting Range,1421,2018-05-25,36.99,208.8,79.64,21.17,27.63,82.38
Dr. Karni Singh Shooting Range,1421,2018-05-26,38.87,251.96,86.43,24.16,31.73,70.08
Dr. Karni Singh Shooting Range,1421,2018-05-27,42.31,248.4,45.88,17.7,19.96,108.85
Dr. Karni Singh Shooting Range,1421,2018-05-28,55.17,191.62,66.44,33.24,26.07,52.21
Dr. Karni Singh Shooting Range,1421,2018-05-29,45.46,171.3,39.77,26.11,23.19,103.62
Dr. Karni Singh Shooting Range,1421,2018-05-30,45.89,229.05,48.87,16.66,21.17,107.92
Dr. Karni Singh Shooting Range,1421,2018-05-31,46.84,197.36,34.48,21.51,12.36,98.66
Dr. Karni Singh Shooting Range,1421,2018-06-01,54.11,129.99,31.46,11.31,8.28,111.78
Dr. Karni Singh Shooting Range,1421,2018-06-02,37.13,78.6,26.03,12.49,5.69,124.75
Dr. Karni Singh Shooting Range,1421,2018-06-03,48.25,81.76,28.3,14.78,6.57,104.44
Dr. Karni Singh Shooting Range,1421,2018-06-04,52.74,115.18,34.48,12.8,0.1,0.74
Dr. Karni Singh Shooting Range,1421,2018-06-05,45.97,100.74,32.07,11.612,0.11,0.9
Dr. Karni Singh Shooting Range,1421,2018-06-06,50.83,108.42,35.27,30.3,17.64,48.93
Dr. Karni Singh Shooting Range,1421,2018-06-07,57.11,106.96,34.66,18.45,11.08,103.57
Dr. Karni Singh Shooting Range,1421,2018-06-08,47.62,120.25,22.68,9.31,2.41,93.38
Dr. Karni Singh Shooting Range,1421,2018-06-09,45.84,117.37,46.78,19.43,7.85,65.06
Dr. Karni Singh Shooting Range,1421,2018-06-10,46.54,95.55,40.57,33.52,7.07,53.5
Dr. Karni Singh Shooting Range,1421,2018-06-11,56.17,145.88,48.48,32.01,6.25,73.94
Dr. Karni Singh Shooting Range,1421,2018-06-12,36.498000000000005,477.38,34.15,27.52,11.83,58.36
Dr. Karni Singh Shooting Range,1421,2018-06-13,45.726,662.44,27.11,12.7,4.63,46.7
Dr. Karni Singh Shooting Range,1421,2018-06-14,11.8,569.32,29.27,8.58,1.9,54.56
Dr. Karni Singh Shooting Range,1421,2018-06-15,23.066,447.13,29.91,11.94,4.8,57.39
Dr. Karni Singh Shooting Range,1421,2018-06-16,32.294,349.33,25.91,13.3,15.1,55.37
Dr. Karni Singh Shooting Range,1421,2018-06-17,59.0,189.96,25.05,19.38,10.67,73.98
Dr. Karni Singh Shooting Range,1421,2018-06-18,56.33,114.21,35.91,23.93,13.14,104.68
Dr. Karni Singh Shooting Range,1421,2018-06-19,46.14,104.25,47.06,17.22,7.03,95.05
Dr. Karni Singh Shooting Range,1421,2018-06-20,1.0,122.28,47.21,22.52,22.1,84.09
Dr. Karni Singh Shooting Range,1421,2018-06-21,0.73,129.96,45.87,26.18,21.79,98.07
Dr. Karni Singh Shooting Range,1421,2018-06-22,1.948,121.5,65.53,26.96,21.54,60.7
Dr. Karni Singh Shooting Range,1421,2018-06-23,5.264,162.54,55.51,27.39,27.38,83.78
Dr. Karni Singh Shooting Range,1421,2018-06-24,9.25,119.05,47.94,22.56,22.57,91.6
Dr. Karni Singh Shooting Range,1421,2018-06-25,0.49,84.05,30.36,22.24,15.29,88.67
Dr. Karni Singh Shooting Range,1421,2018-06-26,16.58,20.07,34.85,21.6,14.31,59.44
Dr. Karni Singh Shooting Range,1421,2018-06-27,46.8,45.54,23.04,36.31,14.0,71.82
Dr. Karni Singh Shooting Range,1421,2018-06-28,19.22,28.7,19.87,37.61,12.15,41.58
Dr. Karni Singh Shooting Range,1421,2018-06-29,31.68,14.97,29.41,81.77,14.08,18.99
Dr. Karni Singh Shooting Range,1421,2018-06-30,33.11,30.932,24.72,43.03,31.96,37.61
Dr. Karni Singh Shooting Range,1421,2018-07-01,24.02,44.94199999999999,19.81,30.26,22.51,45.76
Dr. Karni Singh Shooting Range,1421,2018-07-02,27.91,74.85,22.0,24.04,28.2,55.16
Dr. Karni Singh Shooting Range,1421,2018-07-03,44.94,79.81,32.49,23.06,21.48,36.46
Dr. Karni Singh Shooting Range,1421,2018-07-04,41.45,70.05,27.82,32.15,27.01,55.5
Dr. Karni Singh Shooting Range,1421,2018-07-05,47.79,72.54,37.54,26.29,22.18,44.06
Dr. Karni Singh Shooting Range,1421,2018-07-06,60.5,92.98,51.75,33.45,21.94,45.22
Dr. Karni Singh Shooting Range,1421,2018-07-07,60.95,138.76,56.12,40.03,20.33,65.77
Dr. Karni Singh Shooting Range,1421,2018-07-08,74.91,152.95,52.85,42.67,21.1,72.27
Dr. Karni Singh Shooting Range,1421,2018-07-09,69.75,100.67,21.5,46.11,21.11,78.31
Dr. Karni Singh Shooting Range,1421,2018-07-10,42.92,54.83,14.7,35.71,21.11,59.71
Dr. Karni Singh Shooting Range,1421,2018-07-11,41.67,49.71,23.19,28.85,10.6,49.15
Dr. Karni Singh Shooting Range,1421,2018-07-12,38.83,55.21,21.88,25.39,19.87,68.35
Dr. Karni Singh Shooting Range,1421,2018-07-13,26.36,47.62,26.21,21.72,20.88,35.79
Dr. Karni Singh Shooting Range,1421,2018-07-14,18.342,43.908,20.156,13.998,4.64,8.722
Dr. Karni Singh Shooting Range,1421,2018-07-15,24.964,64.078,25.42,20.502,7.907999999999999,15.686000000000002
Dr. Karni Singh Shooting Range,1421,2018-07-16,64.56,135.44,76.34,33.22,7.18,12.16
Dr. Karni Singh Shooting Range,1421,2018-07-17,27.15,84.1,24.44,36.77,16.02,31.45
Dr. Karni Singh Shooting Range,1421,2018-07-18,33.11,100.85,26.32,32.52,16.34,34.82
Dr. Karni Singh Shooting Range,1421,2018-07-19,21.07,89.08,17.33,31.57,21.48,38.39
Dr. Karni Singh Shooting Range,1421,2018-07-20,34.73,72.22,46.8,24.7,18.98,29.33
Dr. Karni Singh Shooting Range,1421,2018-07-21,41.9,68.17,37.18,29.96,22.32,39.86
Dr. Karni Singh Shooting Range,1421,2018-07-22,13.34,53.75,19.34,25.06,19.43,21.2
Dr. Karni Singh Shooting Range,1421,2018-07-23,24.44,72.33,18.94,28.19,16.1,33.46
Dr. Karni Singh Shooting Range,1421,2018-07-24,17.31,72.35,18.52,26.54,18.19,48.39
Dr. Karni Singh Shooting Range,1421,2018-07-25,16.51,66.19,14.91,21.35,18.46,25.49
Dr. Karni Singh Shooting Range,1421,2018-07-26,19.15,60.1,25.76,22.96,17.77,13.96
Dr. Karni Singh Shooting Range,1421,2018-07-27,14.77,52.62,29.8,20.27,18.92,14.61
Dr. Karni Singh Shooting Range,1421,2018-07-28,24.93,64.89,25.03,16.72,16.65,22.18
Dr. Karni Singh Shooting Range,1421,2018-07-29,33.57,103.11,24.77,22.15,16.02,29.56
Dr. Karni Singh Shooting Range,1421,2018-07-30,27.38,126.99,21.99,21.62,13.73,34.67
Dr. Karni Singh Shooting Range,1421,2018-07-31,36.86,163.51,31.15,17.06,15.34,30.08
Dr. Karni Singh Shooting Range,1421,2018-08-01,36.32,182.27,24.1,19.68,17.41,31.34
Dr. Karni Singh Shooting Range,1421,2018-08-02,48.36,231.03,20.88,16.87,16.8,30.75
Dr. Karni Singh Shooting Range,1421,2018-08-03,45.49,206.54,23.85,15.06,19.69,25.03
Dr. Karni Singh Shooting Range,1421,2018-08-04,46.58,196.17,17.04,14.05,17.33,31.52
Dr. Karni Singh Shooting Range,1421,2018-08-05,43.31,180.0,14.57,14.35,19.51,20.91
Dr. Karni Singh Shooting Range,1421,2018-08-06,48.03,109.09,26.12,32.26,17.85,27.55
Dr. Karni Singh Shooting Range,1421,2018-08-07,36.68,106.55,27.12,27.43,19.9,26.73
Dr. Karni Singh Shooting Range,1421,2018-08-08,23.57,87.86,21.18,29.0,16.09,28.31
Dr. Karni Singh Shooting Range,1421,2018-08-09,26.24,92.67,20.55,27.78,18.53,34.53
Dr. Karni Singh Shooting Range,1421,2018-08-10,35.2,80.34,25.87,24.83,18.17,32.9
Dr. Karni Singh Shooting Range,1421,2018-08-11,23.93,84.45,17.41,25.61,18.82,36.41
Dr. Karni Singh Shooting Range,1421,2018-08-12,18.23,80.98,14.8,17.3,19.13,28.58
Dr. Karni Singh Shooting Range,1421,2018-08-13,26.0,86.55,22.25,18.98,17.17,42.1
Dr. Karni Singh Shooting Range,1421,2018-08-14,39.85,94.89,35.48,18.73,19.99,45.86
Dr. Karni Singh Shooting Range,1421,2018-08-15,34.2,88.88,12.44,21.42,15.95,52.84
Dr. Karni Singh Shooting Range,1421,2018-08-16,25.29,66.77,29.18,19.57,17.79,30.85
Dr. Karni Singh Shooting Range,1421,2018-08-17,24.36,75.04,19.12,26.26,15.12,28.22
Dr. Karni Singh Shooting Range,1421,2018-08-18,25.01,80.83,20.48,24.74,17.97,28.36
Dr. Karni Singh Shooting Range,1421,2018-08-19,28.26,69.73,23.89,20.87,20.56,22.33
Dr. Karni Singh Shooting Range,1421,2018-08-20,51.08,98.86,26.64,23.47,20.39,48.84
Dr. Karni Singh Shooting Range,1421,2018-08-21,21.03,70.26,16.32,21.31,20.9,37.29
Dr. Karni Singh Shooting Range,1421,2018-08-22,24.57,71.93,21.67,21.14,22.49,26.67
Dr. Karni Singh Shooting Range,1421,2018-08-23,19.79,76.51,18.65,20.96,19.96,17.42
Dr. Karni Singh Shooting Range,1421,2018-08-24,14.77,95.36,17.24,18.17,23.48,24.05
Dr. Karni Singh Shooting Range,1421,2018-08-25,14.55,95.46,16.74,16.22,21.47,28.87
Dr. Karni Singh Shooting Range,1421,2018-08-26,17.53,97.29,19.02,14.67,19.53,36.52
Dr. Karni Singh Shooting Range,1421,2018-08-27,18.17,75.95,24.73,14.44,19.6,28.29
Dr. Karni Singh Shooting Range,1421,2018-08-28,18.16,68.01,18.68,15.83,20.08,25.45
Dr. Karni Singh Shooting Range,1421,2018-08-29,13.96,61.23,17.82,16.43,16.52,22.6
Dr. Karni Singh Shooting Range,1421,2018-08-30,31.06,107.55,30.35,15.79,18.06,37.91
Dr. Karni Singh Shooting Range,1421,2018-08-31,42.22,167.41,28.22,15.18,22.26,30.34
Dr. Karni Singh Shooting Range,1421,2018-09-01,36.33,115.15,31.73,16.88,18.74,15.85
Dr. Karni Singh Shooting Range,1421,2018-09-02,29.39,92.44,29.21,17.33,19.92,17.46
Dr. Karni Singh Shooting Range,1421,2018-09-03,29.66,93.06,31.61,14.52,20.72,29.38
Dr. Karni Singh Shooting Range,1421,2018-09-04,33.67,95.42,37.39,13.36,21.54,21.88
Dr. Karni Singh Shooting Range,1421,2018-09-05,35.69,128.57,31.91,14.22,18.65,26.81
Dr. Karni Singh Shooting Range,1421,2018-09-06,31.85,132.21,27.21,14.15,18.66,45.4
Dr. Karni Singh Shooting Range,1421,2018-09-07,31.92,105.21,34.48,13.58,18.64,34.18
Dr. Karni Singh Shooting Range,1421,2018-09-08,24.36,86.12,21.21,14.37,23.88,35.2
Dr. Karni Singh Shooting Range,1421,2018-09-09,13.62,63.27,8.37,13.7,20.6,37.41
Dr. Karni Singh Shooting Range,1421,2018-09-10,21.39,81.73,10.12,11.9,20.53,34.22
Dr. Karni Singh Shooting Range,1421,2018-09-11,23.71,90.12,16.68,11.43,23.28,35.56
Dr. Karni Singh Shooting Range,1421,2018-09-12,28.58,119.17,17.89,11.85,19.49,32.86
Dr. Karni Singh Shooting Range,1421,2018-09-13,28.83,132.0,18.24,10.8,19.21,26.45
Dr. Karni Singh Shooting Range,1421,2018-09-14,22.33,134.17,28.02,10.56,20.0,28.44
Dr. Karni Singh Shooting Range,1421,2018-09-15,25.83,139.25,31.22,10.98,23.16,36.25
Dr. Karni Singh Shooting Range,1421,2018-09-16,36.5,156.79,33.14,13.28,23.06,33.58
Dr. Karni Singh Shooting Range,1421,2018-09-17,46.04,186.11,42.26,15.21,21.95,49.49
Dr. Karni Singh Shooting Range,1421,2018-09-18,46.54,199.75,45.44,15.84,22.56,53.5
Dr. Karni Singh Shooting Range,1421,2018-09-19,49.71,199.5,52.66,16.42,22.02,56.32
Dr. Karni Singh Shooting Range,1421,2018-09-20,68.31,218.47,52.12,18.1,24.32,52.21
Dr. Karni Singh Shooting Range,1421,2018-09-21,42.38,125.06,14.74,18.84,18.29,54.51
Dr. Karni Singh Shooting Range,1421,2018-09-22,19.8,62.37,11.62,22.3,21.43,40.71
Dr. Karni Singh Shooting Range,1421,2018-09-23,22.33,69.15,9.74,17.29,15.72,49.04
Dr. Karni Singh Shooting Range,1421,2018-09-24,13.6,53.73,17.07,14.02,14.94,30.14
Dr. Karni Singh Shooting Range,1421,2018-09-25,16.96,77.1,31.03,11.43,17.32,28.85
Dr. Karni Singh Shooting Range,1421,2018-09-26,30.96,126.41,42.89,9.9,24.48,40.22
Dr. Karni Singh Shooting Range,1421,2018-09-27,54.05,178.7,54.37,12.58,23.66,49.33
Dr. Karni Singh Shooting Range,1421,2018-09-28,67.69,215.46,60.65,14.74,24.7,53.5
Dr. Karni Singh Shooting Range,1421,2018-09-29,72.91,233.5,62.7,15.9,24.31,55.48
Dr. Karni Singh Shooting Range,1421,2018-09-30,54.85,176.03,49.97,18.51,22.7,58.67
Dr. Karni Singh Shooting Range,1421,2018-10-01,64.18,216.78,62.66,17.68,23.88,58.06
Dr. Karni Singh Shooting Range,1421,2018-10-02,63.61,198.48,46.55,19.41,21.84,56.41
Dr. Karni Singh Shooting Range,1421,2018-10-03,47.33,170.44,54.81,15.15,24.71,48.89
Dr. Karni Singh Shooting Range,1421,2018-10-04,75.41,230.45,52.99,18.51,25.74,63.32
Dr. Karni Singh Shooting Range,1421,2018-10-05,108.08,304.62,88.67,19.05,29.62,35.74
Dr. Karni Singh Shooting Range,1421,2018-10-06,78.94,229.95,68.73,20.84,28.8,42.3
Dr. Karni Singh Shooting Range,1421,2018-10-07,79.74,247.55,67.76,20.38,21.8,40.03
Dr. Karni Singh Shooting Range,1421,2018-10-08,120.17,323.86,77.53,25.14,27.44,46.08
Dr. Karni Singh Shooting Range,1421,2018-10-09,109.28,292.16,42.93,25.08,38.6,72.96
Dr. Karni Singh Shooting Range,1421,2018-10-10,87.05,240.99,23.34,28.34,33.09,78.5
Dr. Karni Singh Shooting Range,1421,2018-10-11,61.12,207.12,22.89,20.64,43.11,63.58
Dr. Karni Singh Shooting Range,1421,2018-10-12,62.06,204.64,66.07,13.9,55.83,60.81
Dr. Karni Singh Shooting Range,1421,2018-10-13,101.71,294.18,65.89,20.33,45.47,47.0
Dr. Karni Singh Shooting Range,1421,2018-10-14,82.71,264.93,54.38,18.33,41.71,58.39
Dr. Karni Singh Shooting Range,1421,2018-10-15,98.39,305.21,69.46,20.2,46.08,61.57
Dr. Karni Singh Shooting Range,1421,2018-10-16,107.73,325.26,44.1,22.83,57.27,1.95
Dr. Karni Singh Shooting Range,1421,2018-10-17,111.94,342.99,51.01,23.33,51.02,1.52
Dr. Karni Singh Shooting Range,1421,2018-10-18,130.01,329.55,54.5,28.76,55.89,32.17
Dr. Karni Singh Shooting Range,1421,2018-10-19,120.47,318.16,84.88,24.75,49.04,40.33
Dr. Karni Singh Shooting Range,1421,2018-10-20,149.64,335.97,93.78,22.9,45.78,32.06
Dr. Karni Singh Shooting Range,1421,2018-10-21,148.12,336.45,81.41,12.166,49.03,48.52
Dr. Karni Singh Shooting Range,1421,2018-10-22,103.38,281.48,64.8,19.93,46.76,56.9
Dr. Karni Singh Shooting Range,1421,2018-10-23,97.7,293.46,91.29,19.97,45.36,47.59
Dr. Karni Singh Shooting Range,1421,2018-10-24,137.05,341.68,78.42,20.93,59.46,39.95
Dr. Karni Singh Shooting Range,1421,2018-10-25,134.04,296.75,84.35,23.99,53.88,7.86
Dr. Karni Singh Shooting Range,1421,2018-10-26,141.16,300.04,98.09,23.4,45.47,57.55
Dr. Karni Singh Shooting Range,1421,2018-10-27,140.26,283.17,74.41,23.77,43.14,0.444
Dr. Karni Singh Shooting Range,1421,2018-10-28,173.42,331.09,89.15,30.21,38.06,0.734
Dr. Karni Singh Shooting Range,1421,2018-10-29,172.19,342.2,92.38,31.78,37.7,0.9
Dr. Karni Singh Shooting Range,1421,2018-10-30,211.17,400.8,117.14,33.67,39.16,1.32
Dr. Karni Singh Shooting Range,1421,2018-10-31,169.14,317.22,93.25,31.37,43.2,1.45
Dr. Karni Singh Shooting Range,1421,2018-11-01,190.39,349.09,85.59,29.06,62.6,1.57
Dr. Karni Singh Shooting Range,1421,2018-11-02,182.15,346.5,65.4,30.37,46.7,1.41
Dr. Karni Singh Shooting Range,1421,2018-11-03,140.67,276.25,35.54,33.74,49.47,2.69
Dr. Karni Singh Shooting Range,1421,2018-11-04,79.38,164.71,40.45,25.23,36.24,4.11
Dr. Karni Singh Shooting Range,1421,2018-11-05,301.21,481.21,63.13,29.93,35.92,2.45
Dr. Karni Singh Shooting Range,1421,2018-11-06,149.33,301.75,56.45,17.13,38.77,1.25
Dr. Karni Singh Shooting Range,1421,2018-11-07,164.54,288.31,50.59,17.37,48.86,58.77
Dr. Karni Singh Shooting Range,1421,2018-11-08,364.93,560.94,93.9,23.67,52.27,41.8
Dr. Karni Singh Shooting Range,1421,2018-11-09,251.81,415.77,90.42,27.77,38.22,18.19
Dr. Karni Singh Shooting Range,1421,2018-11-10,220.35,382.27,76.66,35.21,47.38,49.33
Dr. Karni Singh Shooting Range,1421,2018-11-11,174.77,316.5,47.38,29.74,39.39,78.01
Dr. Karni Singh Shooting Range,1421,2018-11-12,209.03,391.83,64.21,37.97,43.1,41.5
Dr. Karni Singh Shooting Range,1421,2018-11-13,178.92,348.5,46.59,35.94,45.52,64.5
Dr. Karni Singh Shooting Range,1421,2018-11-14,103.75,189.96,38.86,38.97,35.96,56.62
Dr. Karni Singh Shooting Range,1421,2018-11-15,80.17,156.54,42.93,35.22,38.32,46.84
Dr. Karni Singh Shooting Range,1421,2018-11-16,118.22,217.0,47.21,25.57,36.75,79.45
Dr. Karni Singh Shooting Range,1421,2018-11-17,113.51,218.97,59.5,23.59,35.42,62.36
Dr. Karni Singh Shooting Range,1421,2018-11-18,106.35,206.39,46.63,22.99,38.97,80.36
Dr. Karni Singh Shooting Range,1421,2018-11-19,145.65,272.3,41.05,26.77,41.15,99.24
Dr. Karni Singh Shooting Range,1421,2018-11-20,169.93,314.94,67.55,32.59,39.95,51.22
Dr. Karni Singh Shooting Range,1421,2018-11-21,161.9,283.64,50.16,24.7,20.06,80.59
Dr. Karni Singh Shooting Range,1421,2018-11-22,103.15,203.11,68.12,19.36,29.24,58.22
Dr. Karni Singh Shooting Range,1421,2018-11-23,155.96,287.38,58.11,23.95,28.92,74.9
Dr. Karni Singh Shooting Range,1421,2018-11-24,89.67,192.75,40.77,20.45,25.37,64.87
Dr. Karni Singh Shooting Range,1421,2018-11-25,107.33,215.04,56.43,22.62,27.25,68.04
Dr. Karni Singh Shooting Range,1421,2018-11-26,168.04,280.33,64.26,29.94,34.4,38.49
