Id,siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone
7715,Narela,1426,2019-03-10,74.97,188.32,44.75,32.62,19.8,54.94
7716,Narela,1426,2019-03-11,82.65,231.24,64.34,38.97,18.33,51.77
7717,Narela,1426,2019-03-12,58.74,153.44,38.19,41.87,14.92,51.58
7718,Narela,1426,2019-03-13,82.28,249.92,59.79,47.06,28.34,46.68
7719,Narela,1426,2019-03-14,100.42,233.68,52.33,49.54,17.38,25.78
7720,Narela,1426,2019-03-15,63.36,128.67,34.79,39.2,16.05,40.41
7721,Narela,1426,2019-03-16,70.3,139.89,36.58,32.81,15.39,53.57
7722,Narela,1426,2019-03-17,88.69,172.51,42.19,34.4,21.3,27.34
7723,Narela,1426,2019-03-18,100.79,203.03,46.59,35.01,23.64,70.14
7724,Narela,1426,2019-03-19,91.5,202.4,50.36,34.52,20.42,49.19
7725,Narela,1426,2019-03-20,101.51,272.02,62.57,40.76,21.2,52.84
7726,Narela,1426,2019-03-21,90.45,178.36,29.19,45.99,20.14,55.08
7727,Narela,1426,2019-03-22,36.42,109.96,27.77,33.22,14.37,62.54
7728,Narela,1426,2019-03-23,52.52,125.62,26.55,30.46,15.66,68.61
7729,Narela,1426,2019-03-24,43.75,124.4,28.19,30.29,16.79,48.28
7730,Narela,1426,2019-03-25,71.19,160.21,31.89,33.49,19.46,37.05
7731,Narela,1426,2019-03-26,81.72,167.7,44.09,34.0,25.16,47.29
7732,Narela,1426,2019-03-27,92.54,190.68,48.77,31.0,30.74,52.5
7733,Narela,1426,2019-03-28,125.08,275.22,57.33,34.03,37.42,51.46
7734,Narela,1426,2019-03-29,88.93,223.41,50.39,38.36,20.89,44.38
7735,Narela,1426,2019-03-30,98.93,259.68,48.48,48.32,23.58,60.05
7736,Narela,1426,2019-03-31,54.33,171.56,28.98,38.83,21.69,60.04
7737,Narela,1426,2019-04-01,71.62,197.07,28.21,31.32,9.7,21.11
7738,Narela,1426,2019-04-02,110.96,255.98,32.42,44.56,15.68,57.46
7739,Narela,1426,2019-04-03,110.85,309.29,50.77,41.27,35.4,65.14
7740,Narela,1426,2019-04-04,126.77,351.81,67.03,42.87,32.84,58.3
7741,Narela,1426,2019-04-05,138.7,364.39,75.84,47.38,33.46,30.24
7742,Narela,1426,2019-04-06,105.85,368.19,50.67,43.91,30.63,52.46
7743,Narela,1426,2019-04-07,193.42,425.75,52.4,62.27,30.11,41.41
7744,Narela,1426,2019-04-08,111.9,370.31,52.27,50.16,20.09,53.39
7745,Narela,1426,2019-04-09,125.96,287.46,48.32,50.31,34.21,77.12
7746,Narela,1426,2019-04-10,58.83,209.05,49.38,44.12,18.15,57.81
7747,Narela,1426,2019-04-11,80.6,265.06,49.83,49.22,26.34,55.13
7748,Narela,1426,2019-04-12,55.42,233.19,35.57,46.69,20.37,67.18
7749,Narela,1426,2019-04-13,60.25,231.06,40.0,46.05,23.55,55.54
7750,Narela,1426,2019-04-14,53.04,201.67,27.64,36.75,23.79,55.99
7751,Narela,1426,2019-04-15,63.21,215.62,42.96,40.91,39.04,49.87
7752,Narela,1426,2019-04-16,56.17,159.43,166.75,34.5,8.09,56.72
7753,Narela,1426,2019-04-17,29.75,82.69,36.94,31.45,9.69,53.62
7754,Narela,1426,2019-04-18,39.83,103.89,36.37,31.83,12.18,67.93
7755,Narela,1426,2019-04-19,58.88,139.06,40.13,33.39,25.01,66.47
7756,Narela,1426,2019-04-20,94.65,192.22,48.32,32.32,32.42,79.18
7757,Narela,1426,2019-04-21,111.3,256.45,54.51,31.11,33.57,74.61
7758,Narela,1426,2019-04-22,107.19,289.2,59.71,35.53,34.53,71.25
7759,Narela,1426,2019-04-23,110.77,328.77,58.76,36.18,32.1,73.63
7760,Narela,1426,2019-04-24,111.7,369.05,55.8,36.09,28.09,74.22
7761,Narela,1426,2019-04-25,85.29,309.54,51.53,36.49,20.99,73.12
7762,Narela,1426,2019-04-26,85.27,307.33,51.42,26.45,29.29,60.16
7763,Narela,1426,2019-04-27,65.0,359.84,34.7,19.89,23.13,69.9
7764,Narela,1426,2019-04-28,69.2,346.17,34.92,15.8,19.49,71.05
7765,Narela,1426,2019-04-29,92.78,360.96,52.71,16.09,28.06,67.37
7766,Narela,1426,2019-04-30,105.24,363.14,77.71,16.09,29.18,75.15
7767,Narela,1426,2019-05-01,100.59,367.95,64.19,16.23,22.82,80.41
7768,Narela,1426,2019-05-02,66.54,303.81,36.31,15.31,15.16,90.97
7769,Narela,1426,2019-05-03,50.55,155.73,37.2,14.06,15.7,89.37
7770,Narela,1426,2019-05-04,83.31,244.43,36.1,13.91,30.22,91.73
7771,Narela,1426,2019-05-05,78.56,265.26,49.73,8.86,16.93,96.57
7772,Narela,1426,2019-05-06,172.06,409.91,64.68,12.48,39.7,76.89
7773,Narela,1426,2019-05-07,184.96,467.67,66.42,11.22,41.01,50.26
7774,Narela,1426,2019-05-08,210.95,536.85,61.69,12.2,41.62,62.03
7775,Narela,1426,2019-05-09,163.89,446.28,54.13,9.78,28.7,70.28
7776,Narela,1426,2019-05-10,113.32,355.26,27.24,7.44,14.51,81.79
7777,Narela,1426,2019-05-11,116.08,310.65,39.02,10.76,25.59,88.67
7778,Narela,1426,2019-05-12,250.31,419.77,29.93,11.05,27.46,94.61
7779,Narela,1426,2019-05-13,137.47,358.78,43.53,12.36,38.6,78.95
7780,Narela,1426,2019-05-14,65.66,163.75,44.54,14.65,13.54,81.1
7781,Narela,1426,2019-05-15,90.6,212.21,71.02,18.71,23.57,43.18
7782,Narela,1426,2019-05-16,94.81,213.51,50.8,19.67,14.79,62.36
7783,Narela,1426,2019-05-17,163.93,348.56,44.58,26.16,13.7,56.36
7784,Narela,1426,2019-05-18,49.15,107.01,21.15,38.81,9.97,82.99
7785,Narela,1426,2019-05-19,86.17,166.17,33.41,33.7,20.68,89.1
7786,Narela,1426,2019-05-20,93.06,217.84,42.31,29.49,24.06,85.1
7787,Narela,1426,2019-05-21,88.52,213.98,34.68,28.75,25.04,94.58
7788,Narela,1426,2019-05-22,75.62,217.77,42.39,26.21,26.07,53.56
7789,Narela,1426,2019-05-23,124.75,291.5,44.67,29.45,31.93,78.05
7790,Narela,1426,2019-05-24,57.39,154.93,37.58,39.73,12.34,36.91
7791,Narela,1426,2019-05-25,46.79,132.47,22.05,35.78,14.52,74.87
7792,Narela,1426,2019-05-26,62.12,170.7,27.92,29.88,21.37,93.01
7793,Narela,1426,2019-05-27,69.69,200.89,39.34,29.45,22.66,83.36
7794,Narela,1426,2019-05-28,61.34,173.24,40.09,25.34,22.17,86.82
7795,Narela,1426,2019-05-29,87.56,241.0,45.28,26.75,29.52,86.68
7796,Narela,1426,2019-05-30,103.04,266.6,38.52,29.29,41.64,76.28
7797,Narela,1426,2019-05-31,80.36,310.91,66.92,28.94,20.91,96.67
7798,Narela,1426,2019-06-01,114.62,345.65,45.52,39.56,31.83,76.98
7799,Narela,1426,2019-06-02,78.15,240.62,33.58,51.99,16.75,57.76
7800,Narela,1426,2019-06-03,88.75,347.4,46.66,47.89,16.8,57.28
7801,Narela,1426,2019-06-04,65.35,207.02,44.19,37.17,18.36,80.0
7802,Narela,1426,2019-06-05,87.21,266.52,43.19,46.72,22.14,57.77
7803,Narela,1426,2019-06-06,72.42,274.6,37.01,36.17,14.85,75.22
7804,Narela,1426,2019-06-07,66.44,181.36,43.52,38.06,15.96,50.17
7805,Narela,1426,2019-06-08,80.17,235.1,58.55,40.39,12.99,73.87
7806,Narela,1426,2019-06-09,111.69,301.81,61.48,40.09,33.42,78.59
7807,Narela,1426,2019-06-10,83.51,300.52,58.63,35.42,18.48,64.08
7808,Narela,1426,2019-06-11,109.84,425.23,36.56,27.25,18.18,48.03
7809,Narela,1426,2019-06-12,72.3,277.77,30.22,29.96,8.64,73.67
7810,Narela,1426,2019-06-13,61.76,198.03,32.2,34.96,12.86,72.41
7811,Narela,1426,2019-06-14,69.1,222.81,33.57,35.04,19.85,83.27
7812,Narela,1426,2019-06-15,96.42,294.12,27.81,1.22,26.12,88.45
7813,Narela,1426,2019-06-16,56.7,171.31,8.08,2.24,7.41,65.33
7814,Narela,1426,2019-06-17,52.11,158.05,13.93,27.69,12.65,60.61
7815,Narela,1426,2019-06-18,37.22,90.15,25.06,30.45,10.9,67.41
7816,Narela,1426,2019-06-19,91.11,253.82,35.5,43.19,19.6,81.85
7817,Narela,1426,2019-06-20,44.96,158.74,35.86,35.23,12.7,84.72
7818,Narela,1426,2019-06-21,97.54,255.59,46.11,43.61,20.66,90.67
7819,Narela,1426,2019-06-22,76.1,187.67,26.26,41.51,27.11,99.87
7820,Narela,1426,2019-06-23,51.76,155.65,27.59,37.31,15.52,66.65
7821,Narela,1426,2019-06-24,26.69,84.84,22.51,32.64,14.58,38.54
7822,Narela,1426,2019-06-25,53.29,129.85,25.45,33.75,19.85,53.08
7823,Narela,1426,2019-06-26,69.8,182.18,26.79,38.54,22.15,63.31
7824,Narela,1426,2019-06-27,86.19,271.64,28.14,35.83,26.94,58.77
7825,Narela,1426,2019-06-28,66.27,237.94,23.58,31.87,25.31,44.79
7826,Narela,1426,2019-06-29,56.58,301.52,25.43,24.59,21.3,43.81
7827,Narela,1426,2019-06-30,72.34,272.54,27.22,26.57,16.64,42.41
7828,Narela,1426,2019-07-01,67.9,203.61,24.58,31.69,15.35,65.46
7829,Narela,1426,2019-07-02,78.14,249.83,17.47,31.6,13.5,60.4
7830,Narela,1426,2019-07-03,48.47,149.71,33.83,44.8,14.49,41.54
7831,Narela,1426,2019-07-04,39.99,103.9,33.51,33.87,10.2,15.05
7832,Narela,1426,2019-07-05,47.11,117.04,37.2,41.75,14.47,16.56
7833,Narela,1426,2019-07-06,39.02,104.72,33.56,44.46,14.24,35.21
7834,Narela,1426,2019-07-07,40.42,100.74,25.41,36.23,13.86,40.39
7835,Narela,1426,2019-07-08,54.14,163.58,32.14,34.53,13.25,33.38
7836,Narela,1426,2019-07-09,50.73,135.25,25.52,33.97,10.21,22.45
7837,Narela,1426,2019-07-10,104.17,352.11,27.68,32.88,12.93,22.62
7838,Narela,1426,2019-07-11,123.9,424.7,14.53,35.08,12.95,22.42
7839,Narela,1426,2019-07-12,114.24,428.29,15.04,35.38,6.88,13.64
7840,Narela,1426,2019-07-13,74.96,350.33,11.91,36.93,7.86,25.03
7841,Narela,1426,2019-07-14,82.08,288.0,16.46,32.91,7.91,37.89
7842,Narela,1426,2019-07-15,48.71,138.04,28.77,30.06,8.78,30.26
7843,Narela,1426,2019-07-16,39.54,89.23,20.08,31.13,8.23,37.26
7844,Narela,1426,2019-07-17,31.02,64.38,22.91,28.43,4.17,38.47
7845,Narela,1426,2019-07-18,27.69,70.31,30.93,25.7,6.85,48.91
7846,Narela,1426,2019-07-19,88.48,224.48,48.65,31.27,13.24,80.01
7847,Narela,1426,2019-07-20,56.5,141.58,37.24,36.48,6.56,21.11
7848,Narela,1426,2019-07-21,56.0,129.21,39.6,42.82,7.22,24.67
7849,Narela,1426,2019-07-22,58.58,139.02,27.61,44.19,7.01,21.73
7850,Narela,1426,2019-07-23,43.84,129.42,21.04,47.24,5.6,19.43
7851,Narela,1426,2019-07-24,54.26,161.61,33.88,49.47,4.31,33.58
7852,Narela,1426,2019-07-25,14.16,53.04,26.76,53.06,4.88,16.29
7853,Narela,1426,2019-07-26,32.35,77.26,21.85,39.24,6.64,18.36
7854,Narela,1426,2019-07-27,20.08,52.34,16.95,32.56,5.47,14.4
7855,Narela,1426,2019-07-28,16.41,47.88,19.19,30.46,7.54,9.64
7856,Narela,1426,2019-07-29,21.45,63.36,19.92,35.14,7.06,13.15
7857,Narela,1426,2019-07-30,30.85,86.29,18.65,41.13,7.24,12.64
7858,Narela,1426,2019-07-31,33.46,92.45,15.44,39.93,5.16,15.92
7859,Narela,1426,2019-08-01,37.11,104.46,28.33,46.57,4.64,20.21
7860,Narela,1426,2019-08-02,35.68,105.01,31.24,48.38,6.84,19.63
7861,Narela,1426,2019-08-03,28.76,74.31,25.51,39.7,5.15,12.88
7862,Narela,1426,2019-08-04,36.27,85.88,30.46,37.83,5.61,15.7
7863,Narela,1426,2019-08-05,60.7,141.18,47.74,40.83,7.55,33.19
7864,Narela,1426,2019-08-06,26.35,66.61,36.37,46.57,4.0,15.94
7865,Narela,1426,2019-08-07,23.76,66.28,26.34,38.88,6.01,14.05
7866,Narela,1426,2019-08-08,24.7,73.1,23.86,30.13,7.21,26.77
7867,Narela,1426,2019-08-09,9.67,55.73,18.18,27.1,6.41,17.39
7868,Narela,1426,2019-08-10,15.88,51.45,25.93,25.65,4.86,23.37
7869,Narela,1426,2019-08-11,25.73,71.99,24.61,31.25,5.53,25.2
7870,Narela,1426,2019-08-12,18.86,55.54,19.7,29.96,4.75,14.89
7871,Narela,1426,2019-08-13,23.08,63.09,22.85,26.69,6.19,11.45
7872,Narela,1426,2019-08-14,21.61,57.51,22.22,28.72,4.88,19.73
7873,Narela,1426,2019-08-15,19.77,51.92,15.21,32.44,4.44,8.17
7874,Narela,1426,2019-08-16,13.97,37.23,15.68,35.96,5.38,10.86
7875,Narela,1426,2019-08-17,6.62,20.48,19.01,33.84,5.04,5.4
7876,Narela,1426,2019-08-18,8.3,25.62,20.4,29.79,5.2,8.96
7877,Narela,1426,2019-08-19,38.0,97.62,28.11,28.52,6.74,16.35
7878,Narela,1426,2019-08-20,32.52,85.0,22.52,41.84,7.34,18.67
7879,Narela,1426,2019-08-21,52.6,149.94,24.61,42.61,8.72,25.31
7880,Narela,1426,2019-08-22,46.65,135.77,36.2,42.87,10.11,14.97
7881,Narela,1426,2019-08-23,50.1,162.38,35.36,44.68,7.9,20.89
7882,Narela,1426,2019-08-24,51.25,146.17,31.06,41.81,9.83,20.87
7883,Narela,1426,2019-08-25,36.67,91.31,28.71,38.71,6.87,20.13
7884,Narela,1426,2019-08-26,20.58,65.9,24.99,31.45,7.79,26.25
7885,Narela,1426,2019-08-27,40.38,111.77,28.37,32.69,11.3,30.02
7886,Narela,1426,2019-08-28,44.94,124.65,30.34,36.29,12.48,36.59
7887,Narela,1426,2019-08-29,39.2,120.76,32.16,30.82,9.74,32.35
7888,Narela,1426,2019-08-30,47.81,123.56,30.63,27.25,7.24,32.87
7889,Narela,1426,2019-08-31,59.12,148.69,38.64,28.61,6.62,24.58
7890,Narela,1426,2019-09-01,33.67,92.15,33.86,32.01,4.87,35.78
7891,Narela,1426,2019-09-02,47.71,127.06,24.89,32.03,8.57,35.24
7892,Narela,1426,2019-09-03,67.88,157.4,34.56,27.91,6.91,23.06
7893,Narela,1426,2019-09-04,58.19,125.48,26.78,29.14,4.46,17.77
7894,Narela,1426,2019-09-05,37.58,104.54,24.54,25.45,4.25,13.33
7895,Narela,1426,2019-09-06,34.99,100.3,33.55,27.43,5.67,18.14
7896,Narela,1426,2019-09-07,38.53,114.49,37.44,31.31,6.51,27.9
7897,Narela,1426,2019-09-08,38.54,117.3,21.86,30.94,5.66,21.03
7898,Narela,1426,2019-09-09,50.83,162.78,28.33,36.52,6.04,22.09
7899,Narela,1426,2019-09-10,66.8,186.89,34.21,43.08,7.84,34.94
7900,Narela,1426,2019-09-11,92.51,249.22,38.93,41.96,9.45,67.08
7901,Narela,1426,2019-09-12,57.83,155.88,34.47,36.11,7.06,34.46
7902,Narela,1426,2019-09-13,35.26,100.67,27.27,35.65,9.11,34.71
7903,Narela,1426,2019-09-14,25.39,77.0,20.33,28.29,8.95,25.33
7904,Narela,1426,2019-09-15,24.25,67.99,20.77,25.63,5.73,23.25
7905,Narela,1426,2019-09-16,54.71,159.1,30.01,28.08,8.11,39.23
7906,Narela,1426,2019-09-17,53.94,164.45,36.55,34.12,8.76,51.09
7907,Narela,1426,2019-09-18,32.95,105.52,28.69,26.56,14.3,44.05
7908,Narela,1426,2019-09-19,21.81,72.3,23.31,25.28,30.95,27.64
7909,Narela,1426,2019-09-20,48.83,141.52,33.65,26.37,34.61,43.56
7910,Narela,1426,2019-09-21,47.8,123.23,35.31,25.82,31.09,43.95
7911,Narela,1426,2019-09-22,25.0,73.6,28.79,4.426,30.27,22.23
7912,Narela,1426,2019-09-23,34.36,82.65,29.39,6.542,26.54,8.85
7913,Narela,1426,2019-09-24,35.79,108.61,43.58,12.05,2.87,6.42
7914,Narela,1426,2019-09-25,33.27,105.43,33.96,10.08,5.03,5.92
7915,Narela,1426,2019-09-26,26.48,87.02,25.71,10.58,5.28,4.71
7916,Narela,1426,2019-09-27,15.94,69.74,20.96,9.75,4.48,4.57
7917,Narela,1426,2019-09-28,23.17,81.92,21.36,9.92,6.35,3.76
7918,Narela,1426,2019-09-29,19.48,57.8,19.88,10.0,5.59,4.13
7919,Narela,1426,2019-09-30,34.33,93.02,32.08,9.86,5.7,5.37
7920,Narela,1426,2019-10-01,46.79,131.29,34.99,9.58,8.02,6.49
7921,Narela,1426,2019-10-02,45.83,131.02,34.04,11.28,9.18,7.46
7922,Narela,1426,2019-10-03,55.44,154.08,32.85,15.72,11.75,8.4
7923,Narela,1426,2019-10-04,43.46,112.67,28.0,16.14,7.99,5.74
7924,Narela,1426,2019-10-05,36.33,104.0,28.2,14.87,6.01,5.57
7925,Narela,1426,2019-10-06,54.58,144.46,24.6,16.31,6.98,5.74
7926,Narela,1426,2019-10-07,50.52,138.15,22.78,16.75,6.62,5.38
7927,Narela,1426,2019-10-08,44.21,120.35,23.86,16.34,7.86,5.54
7928,Narela,1426,2019-10-09,91.27,251.31,44.67,18.09,16.29,7.16
7929,Narela,1426,2019-10-10,122.44,310.46,45.84,25.9,16.0,6.55
7930,Narela,1426,2019-10-11,88.0,207.33,34.92,28.86,10.34,5.28
7931,Narela,1426,2019-10-12,95.19,234.46,42.02,24.95,9.38,5.46
7932,Narela,1426,2019-10-13,152.94,332.17,46.2,27.74,11.98,4.64
7933,Narela,1426,2019-10-14,127.46,281.54,49.78,26.14,9.13,12.34
7934,Narela,1426,2019-10-15,152.94,348.27,60.89,28.96,12.92,60.4
7935,Narela,1426,2019-10-16,169.1,338.29,50.53,35.4,10.1,72.93
7936,Narela,1426,2019-10-17,146.29,303.79,36.13,33.69,12.56,55.45
7937,Narela,1426,2019-10-18,105.9,247.35,37.68,30.26,9.87,60.8
7938,Narela,1426,2019-10-19,83.73,181.75,38.69,29.89,8.51,54.54
7939,Narela,1426,2019-10-20,95.15,188.12,29.38,28.61,6.79,50.04
7940,Narela,1426,2019-10-21,110.38,213.51,42.49,18.58,7.36,32.92
7941,Narela,1426,2019-10-22,95.44,193.64,45.07,13.37,10.81,49.87
7942,Narela,1426,2019-10-23,126.82,278.91,55.73,15.19,11.03,53.43
7943,Narela,1426,2019-10-24,173.83,343.62,64.4,23.72,16.49,60.55
7944,Narela,1426,2019-10-25,157.8,309.91,62.18,26.54,12.99,59.0
7945,Narela,1426,2019-10-26,170.09,339.04,68.0,30.65,11.74,54.11
7946,Narela,1426,2019-10-27,180.71,304.18,32.91,31.26,11.58,64.14
7947,Narela,1426,2019-10-28,223.11,324.56,33.71,24.68,11.3,61.0
7948,Narela,1426,2019-10-29,313.42,467.95,49.6,32.47,11.24,32.82
7949,Narela,1426,2019-10-30,308.71,484.9,57.81,41.53,12.66,27.96
7950,Narela,1426,2019-10-31,362.72,585.67,63.03,50.38,16.3,35.91
7951,Narela,1426,2019-11-01,370.48,636.72,61.79,52.25,15.44,51.92
7952,Narela,1426,2019-11-02,326.96,555.44,40.06,54.68,12.65,31.84
7953,Narela,1426,2019-11-03,689.1,649.05,49.43,74.27,5.67,9.82
7954,Narela,1426,2019-11-04,305.69,455.39,39.05,45.79,10.13,35.5
7955,Narela,1426,2019-11-05,191.56,430.66,42.02,30.02,10.6,44.94
7956,Narela,1426,2019-11-06,99.36,237.41,75.56,20.02,8.82,43.06
7957,Narela,1426,2019-11-07,155.51,335.0,56.72,31.6,10.11,20.37
7958,Narela,1426,2019-11-08,128.77,308.77,56.69,34.07,12.83,37.19
7959,Narela,1426,2019-11-09,131.49,260.27,37.75,34.6,11.74,39.11
7960,Narela,1426,2019-11-10,175.0,329.52,43.9,31.67,15.73,54.94
7961,Narela,1426,2019-11-11,230.1,437.48,53.86,35.87,17.43,56.76
7962,Narela,1426,2019-11-12,341.26,555.34,55.38,20.65,16.01,57.89
7963,Narela,1426,2019-11-13,333.68,537.67,58.16,28.7,18.82,52.83
7964,Narela,1426,2019-11-14,281.8,484.77,55.23,35.65,14.97,33.495999999999995
7965,Narela,1426,2019-11-15,402.3,561.9,54.23,38.04,15.1,20.16
7966,Narela,1426,2019-11-16,164.67,330.04,40.3,22.69,15.71,50.9
7967,Narela,1426,2019-11-17,99.12,177.01,22.06,21.42,9.23,48.55
7968,Narela,1426,2019-11-18,140.93,206.75,62.28,16.43,12.59,43.5
7969,Narela,1426,2019-11-19,154.96,234.78,54.31,26.21,14.43,48.56
7970,Narela,1426,2019-11-20,216.14,380.28,99.83,24.56,19.9,55.61
7971,Narela,1426,2019-11-21,237.83,450.58,79.77,21.82,30.76,61.94
7972,Narela,1426,2019-11-22,235.55,431.06,86.81,31.54,18.37,84.55
7973,Narela,1426,2019-11-23,120.88,205.89,31.85,19.57,9.51,50.29
7974,Narela,1426,2019-11-24,102.81,180.69,39.686,14.586000000000002,11.728,39.356
7975,Narela,1426,2019-11-25,136.06,246.55,46.8,20.53,28.38,76.63
7976,Narela,1426,2019-11-26,95.53,251.94,35.93,24.16,31.85,58.0
7977,Narela,1426,2019-11-27,83.19,179.46,4.29,18.75,14.3916,41.28
7978,Narela,1426,2019-11-28,33.26,77.72,13.47,23.23,0.3,41.33
7979,Narela,1426,2019-11-29,59.49,123.46,30.33,25.66,0.3,31.76
7980,Narela,1426,2019-11-30,85.77,140.01,29.9,26.9,26.55,26.93
7981,Narela,1426,2019-12-01,122.38,195.47,31.63,26.63,58.39,51.21
7982,Narela,1426,2019-12-02,156.56,252.05,44.84,28.72,48.5,46.63
7983,Narela,1426,2019-12-03,163.54,253.61,45.17,30.98,15.93,44.08
7984,Narela,1426,2019-12-04,182.67,303.45,44.56,33.37,32.99,47.17
7985,Narela,1426,2019-12-05,293.8,478.0,73.39,39.54,19.484,67.8
7986,Narela,1426,2019-12-06,229.44,352.62,54.59,46.03,13.6808,39.32
7987,Narela,1426,2019-12-07,217.38,354.69,49.33,62.42,130.49,45.24
7988,Narela,1426,2019-12-08,200.33,327.27,46.46,60.0,4.42,41.37
7989,Narela,1426,2019-12-09,186.33,288.21,50.7,56.55,8.89,48.64
7990,Narela,1426,2019-12-10,245.42,373.77,59.84,61.31,4.71,45.62
7991,Narela,1426,2019-12-11,351.15,571.92,89.44,69.18,5.89,69.19
7992,Narela,1426,2019-12-12,294.49,425.01,59.19,61.64,6.12,31.79
7993,Narela,1426,2019-12-13,86.23,117.26,29.66,34.64,6.5,35.35
7994,Narela,1426,2019-12-14,61.02,121.19,29.11,27.24,3.17,29.5
7995,Narela,1426,2019-12-15,81.71,134.01,22.13,33.04,11.74,28.51
7996,Narela,1426,2019-12-16,68.77,112.18,17.37,34.13,11.75,25.46
7997,Narela,1426,2019-12-17,86.61,140.51,19.85,50.57,10.64,26.77
7998,Narela,1426,2019-12-18,136.8,212.1,27.61,56.12,10.74,38.28
7999,Narela,1426,2019-12-19,280.36,441.18,54.81,66.8,9.29,21.14
8000,Narela,1426,2019-12-20,302.38,451.09,50.17,69.1,11.35,13.16
8001,Narela,1426,2019-12-21,188.73,294.97,32.54,77.74,12.26,8.94
8002,Narela,1426,2019-12-22,126.11,186.59,24.51,64.81,10.17,19.85
8003,Narela,1426,2019-12-23,140.56,212.07,24.86,54.6,11.78,18.58
8004,Narela,1426,2019-12-24,212.42,356.24,41.41,54.4,10.29,13.38
8005,Narela,1426,2019-12-25,125.06,209.26,25.52,47.94,8.22,14.97
8006,Narela,1426,2019-12-26,169.58,272.17,30.59,56.7,14.13,13.59
8007,Narela,1426,2019-12-27,259.3,431.21,46.51,53.36,6.24,9.85
8008,Narela,1426,2019-12-28,220.54,372.41,41.13,47.58,6.23,9.43
8009,Narela,1426,2019-12-29,274.67,455.99,51.4,47.42,10.18,22.26
8010,Narela,1426,2019-12-30,244.3,362.71,50.49,46.68,12.23,3.66
8011,Narela,1426,2019-12-31,275.86,423.18,55.88,46.27,9.65,19.86
8012,Narela,1426,2020-01-01,308.61,503.16,63.71,54.12,10.32,20.94
8013,Narela,1426,2020-01-02,260.65,445.04,58.69,53.69,9.48,16.39
8014,Narela,1426,2020-01-03,185.42,331.37,57.76,51.86,8.84,20.38
8015,Narela,1426,2020-01-04,191.62,333.93,47.32,49.11,5.728,32.38
8016,Narela,1426,2020-01-05,164.42,222.06799999999998,39.42,50.97,4.8096000000000005,44.48
8017,Narela,1426,2020-01-06,158.88,161.78,47.16,54.27,3.8755200000000003,22.74
8018,Narela,1426,2020-01-07,99.41,157.3,42.12,41.29,12.65,17.81
8019,Narela,1426,2020-01-08,93.95,129.81,36.64,38.88,12.87,15.04
8020,Narela,1426,2020-01-09,84.35,137.71,31.21,30.6,11.96,23.38
8021,Narela,1426,2020-01-10,130.82,194.45,43.86,33.7,13.46,31.36
8022,Narela,1426,2020-01-11,143.79,221.64,49.02,40.07,12.18,32.71
8023,Narela,1426,2020-01-12,190.08,307.28,56.41,51.71,12.53,27.24
8024,Narela,1426,2020-01-13,208.08,358.53,61.38,56.89,11.8,17.96
8025,Narela,1426,2020-01-14,108.64,174.22,26.96,48.7,12.38,22.38
8026,Narela,1426,2020-01-15,113.41,202.92,34.12,41.22,12.81,30.8
8027,Narela,1426,2020-01-16,146.65,232.1,36.71,43.66,12.85,11.35
8028,Narela,1426,2020-01-17,119.92,188.12,30.51,40.05,11.83,13.64
8029,Narela,1426,2020-01-18,111.88,176.92,38.88,35.59,11.96,23.57
8030,Narela,1426,2020-01-19,108.75,154.98,19.68,31.71,12.66,28.63
8031,Narela,1426,2020-01-20,143.46,221.08,32.41,33.47,12.17,26.2
8032,Narela,1426,2020-01-21,267.4,432.0,58.69,42.51,12.19,19.5
8033,Narela,1426,2020-01-22,149.15,211.1,33.0,36.42,12.93,21.24
8034,Narela,1426,2020-01-23,67.2,132.57,33.28,33.19,8.81,41.3
8035,Narela,1426,2020-01-24,91.07,155.29,41.19,33.95,6.64,51.16
8036,Narela,1426,2020-01-25,175.97,312.49,52.45,48.07,16.93,54.93
8037,Narela,1426,2020-01-26,196.29,304.52,41.03,52.03,13.21,50.37
8038,Narela,1426,2020-01-27,195.75,335.19,61.11,53.6,17.4,31.26
8039,Narela,1426,2020-01-28,105.5,162.94,43.56,41.76,13.01,26.31
8040,Narela,1426,2020-01-29,83.31,155.67,34.8,35.38,12.61,37.47
8041,Narela,1426,2020-01-30,93.43,158.31,30.19,31.27,11.6,32.66
8042,Narela,1426,2020-01-31,96.15,183.14,31.12,27.76,12.79,27.34
8043,Narela,1426,2020-02-01,108.24,211.19,31.99,30.3,12.61,35.79
8044,Narela,1426,2020-02-02,115.57,184.17,28.81,32.85,11.98,33.82
8045,Narela,1426,2020-02-03,152.57,297.02,43.81,35.09,14.56,43.16
8046,Narela,1426,2020-02-04,174.3,379.53,66.43,38.48,24.05,52.59
8047,Narela,1426,2020-02-05,140.49,271.98,40.14,40.17,18.48,41.0
8048,Narela,1426,2020-02-06,142.73,262.43,39.8,33.11,18.23,44.98
8049,Narela,1426,2020-02-07,156.81,270.66,47.51,31.67,16.53,36.85
8050,Narela,1426,2020-02-08,160.5,254.98,34.8,32.64,18.21,44.82
8051,Narela,1426,2020-02-09,177.4,280.03,39.82,33.51,21.02,43.47
8052,Narela,1426,2020-02-10,173.12,296.78,46.06,31.71,18.47,38.81
8053,Narela,1426,2020-02-11,164.04,279.18,49.01,31.98,17.51,41.81
