siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone,AQI
Narela,1426,2019-08-13,23.08,63.09,22.85,26.69,6.19,11.45,110
Narela,1426,2019-08-14,21.61,57.51,22.22,28.72,4.88,19.73,95
Narela,1426,2019-08-15,19.77,51.92,15.21,32.44,4.44,8.17,86
Narela,1426,2019-08-16,13.97,37.23,15.68,35.96,5.38,10.86,62
Narela,1426,2019-08-17,6.62,20.48,19.01,33.84,5.04,5.4,34
Narela,1426,2019-08-18,8.3,25.62,20.4,29.79,5.2,8.96,42
Narela,1426,2019-08-19,38.0,97.62,28.11,28.52,6.74,16.35,225
Narela,1426,2019-08-20,32.52,85.0,22.52,41.84,7.34,18.67,183
Narela,1426,2019-08-21,52.6,149.94,24.61,42.61,8.72,25.31,323
Narela,1426,2019-08-22,46.65,135.77,36.2,42.87,10.11,14.97,312
Narela,1426,2019-08-23,50.1,162.38,35.36,44.68,7.9,20.89,332
Narela,1426,2019-08-24,51.25,146.17,31.06,41.81,9.83,20.87,320
Narela,1426,2019-08-25,36.67,91.31,28.71,38.71,6.87,20.13,204
Narela,1426,2019-08-26,20.58,65.9,24.99,31.45,7.79,26.25,119
Narela,1426,2019-08-27,40.38,111.77,28.37,32.69,11.3,30.02,272
Narela,1426,2019-08-28,44.94,124.65,30.34,36.29,12.48,36.59,303
Narela,1426,2019-08-29,39.2,120.76,32.16,30.82,9.74,32.35,300
Narela,1426,2019-08-30,47.81,123.56,30.63,27.25,7.24,32.87,302
Narela,1426,2019-08-31,59.12,148.69,38.64,28.61,6.62,24.58,322
Narela,1426,2019-09-01,33.67,92.15,33.86,32.01,4.87,35.78,207
Narela,1426,2019-09-02,47.71,127.06,24.89,32.03,8.57,35.24,305
Narela,1426,2019-09-03,67.88,157.4,34.56,27.91,6.91,23.06,328
Narela,1426,2019-09-04,58.19,125.48,26.78,29.14,4.46,17.77,304
Narela,1426,2019-09-05,37.58,104.54,24.54,25.45,4.25,13.33,248
Narela,1426,2019-09-06,34.99,100.3,33.55,27.43,5.67,18.14,234
Narela,1426,2019-09-07,38.53,114.49,37.44,31.31,6.51,27.9,281
Narela,1426,2019-09-08,38.54,117.3,21.86,30.94,5.66,21.03,291
Narela,1426,2019-09-09,50.83,162.78,28.33,36.52,6.04,22.09,332
Narela,1426,2019-09-10,66.8,186.89,34.21,43.08,7.84,34.94,351
Narela,1426,2019-09-11,92.51,249.22,38.93,41.96,9.45,67.08,399
Narela,1426,2019-09-12,57.83,155.88,34.47,36.11,7.06,34.46,327
Narela,1426,2019-09-13,35.26,100.67,27.27,35.65,9.11,34.71,235
Narela,1426,2019-09-14,25.39,77.0,20.33,28.29,8.95,25.33,156
Narela,1426,2019-09-15,24.25,67.99,20.77,25.63,5.73,23.25,126
Narela,1426,2019-09-16,54.71,159.1,30.01,28.08,8.11,39.23,330
Narela,1426,2019-09-17,53.94,164.45,36.55,34.12,8.76,51.09,334
Narela,1426,2019-09-18,32.95,105.52,28.69,26.56,14.3,44.05,251
Narela,1426,2019-09-19,21.81,72.3,23.31,25.28,30.95,27.64,141
Narela,1426,2019-09-20,48.83,141.52,33.65,26.37,34.61,43.56,316
Narela,1426,2019-09-21,47.8,123.23,35.31,25.82,31.09,43.95,302
Narela,1426,2019-09-22,25.0,73.6,28.79,4.426,30.27,22.23,145
Narela,1426,2019-09-23,34.36,82.65,29.39,6.542,26.54,8.85,175
Narela,1426,2019-09-24,35.79,108.61,43.58,12.05,2.87,6.42,262
Narela,1426,2019-09-25,33.27,105.43,33.96,10.08,5.03,5.92,251
Narela,1426,2019-09-26,26.48,87.02,25.71,10.58,5.28,4.71,190
Narela,1426,2019-09-27,15.94,69.74,20.96,9.75,4.48,4.57,132
Narela,1426,2019-09-28,23.17,81.92,21.36,9.92,6.35,3.76,173
Narela,1426,2019-09-29,19.48,57.8,19.88,10.0,5.59,4.13,96
Narela,1426,2019-09-30,34.33,93.02,32.08,9.86,5.7,5.37,210
Narela,1426,2019-10-01,46.79,131.29,34.99,9.58,8.02,6.49,308
Narela,1426,2019-10-02,45.83,131.02,34.04,11.28,9.18,7.46,308
Narela,1426,2019-10-03,55.44,154.08,32.85,15.72,11.75,8.4,326
Narela,1426,2019-10-04,43.46,112.67,28.0,16.14,7.99,5.74,275
Narela,1426,2019-10-05,36.33,104.0,28.2,14.87,6.01,5.57,246
Narela,1426,2019-10-06,54.58,144.46,24.6,16.31,6.98,5.74,318
Narela,1426,2019-10-07,50.52,138.15,22.78,16.75,6.62,5.38,313
Narela,1426,2019-10-08,44.21,120.35,23.86,16.34,7.86,5.54,300
Narela,1426,2019-10-09,91.27,251.31,44.67,18.09,16.29,7.16,401
Narela,1426,2019-10-10,122.44,310.46,45.84,25.9,16.0,6.55,446
Narela,1426,2019-10-11,88.0,207.33,34.92,28.86,10.34,5.28,367
Narela,1426,2019-10-12,95.19,234.46,42.02,24.95,9.38,5.46,388
Narela,1426,2019-10-13,152.94,332.17,46.2,27.74,11.98,4.64,463
Narela,1426,2019-10-14,127.46,281.54,49.78,26.14,9.13,12.34,424
Narela,1426,2019-10-15,152.94,348.27,60.89,28.96,12.92,60.4,475
Narela,1426,2019-10-16,169.1,338.29,50.53,35.4,10.1,72.93,467
Narela,1426,2019-10-17,146.29,303.79,36.13,33.69,12.56,55.45,441
Narela,1426,2019-10-18,105.9,247.35,37.68,30.26,9.87,60.8,397
Narela,1426,2019-10-19,83.73,181.75,38.69,29.89,8.51,54.54,347
Narela,1426,2019-10-20,95.15,188.12,29.38,28.61,6.79,50.04,352
Narela,1426,2019-10-21,110.38,213.51,42.49,18.58,7.36,32.92,371
Narela,1426,2019-10-22,95.44,193.64,45.07,13.37,10.81,49.87,356
Narela,1426,2019-10-23,126.82,278.91,55.73,15.19,11.03,53.43,422
Narela,1426,2019-10-24,173.83,343.62,64.4,23.72,16.49,60.55,472
Narela,1426,2019-10-25,157.8,309.91,62.18,26.54,12.99,59.0,446
Narela,1426,2019-10-26,170.09,339.04,68.0,30.65,11.74,54.11,468
Narela,1426,2019-10-27,180.71,304.18,32.91,31.26,11.58,64.14,441
Narela,1426,2019-10-28,223.11,324.56,33.71,24.68,11.3,61.0,457
Narela,1426,2019-10-29,313.42,467.95,49.6,32.47,11.24,32.82,567
Narela,1426,2019-10-30,308.71,484.9,57.81,41.53,12.66,27.96,580
Narela,1426,2019-10-31,362.72,585.67,63.03,50.38,16.3,35.91,658
Narela,1426,2019-11-01,370.48,636.72,61.79,52.25,15.44,51.92,697
Narela,1426,2019-11-02,326.96,555.44,40.06,54.68,12.65,31.84,634
Narela,1426,2019-11-03,689.1,649.05,49.43,74.27,5.67,9.82,723
Narela,1426,2019-11-04,305.69,455.39,39.05,45.79,10.13,35.5,557
Narela,1426,2019-11-05,191.56,430.66,42.02,30.02,10.6,44.94,538
Narela,1426,2019-11-06,99.36,237.41,75.56,20.02,8.82,43.06,390
Narela,1426,2019-11-07,155.51,335.0,56.72,31.6,10.11,20.37,465
Narela,1426,2019-11-08,128.77,308.77,56.69,34.07,12.83,37.19,445
Narela,1426,2019-11-09,131.49,260.27,37.75,34.6,11.74,39.11,407
Narela,1426,2019-11-10,175.0,329.52,43.9,31.67,15.73,54.94,461
Narela,1426,2019-11-11,230.1,437.48,53.86,35.87,17.43,56.76,544
Narela,1426,2019-11-12,341.26,555.34,55.38,20.65,16.01,57.89,634
Narela,1426,2019-11-13,333.68,537.67,58.16,28.7,18.82,52.83,621
Narela,1426,2019-11-14,281.8,484.77,55.23,35.65,14.97,33.495999999999995,580
Narela,1426,2019-11-15,402.3,561.9,54.23,38.04,15.1,20.16,639
Narela,1426,2019-11-16,164.67,330.04,40.3,22.69,15.71,50.9,461
Narela,1426,2019-11-17,99.12,177.01,22.06,21.42,9.23,48.55,343
Narela,1426,2019-11-18,140.93,206.75,62.28,16.43,12.59,43.5,366
Narela,1426,2019-11-19,154.96,234.78,54.31,26.21,14.43,48.56,388
Narela,1426,2019-11-20,216.14,380.28,99.83,24.56,19.9,55.61,500
Narela,1426,2019-11-21,237.83,450.58,79.77,21.82,30.76,61.94,554
Narela,1426,2019-11-22,235.55,431.06,86.81,31.54,18.37,84.55,539
Narela,1426,2019-11-23,120.88,205.89,31.85,19.57,9.51,50.29,366
Narela,1426,2019-11-24,102.81,180.69,39.686,14.586000000000002,11.728,39.356,346
Narela,1426,2019-11-25,136.06,246.55,46.8,20.53,28.38,76.63,397
Narela,1426,2019-11-26,95.53,251.94,35.93,24.16,31.85,58.0,401
Narela,1426,2019-11-27,83.19,179.46,4.29,18.75,14.3916,41.28,345
Narela,1426,2019-11-28,33.26,77.72,13.47,23.23,0.3,41.33,159
Narela,1426,2019-11-29,59.49,123.46,30.33,25.66,0.3,31.76,302
Narela,1426,2019-11-30,85.77,140.01,29.9,26.9,26.55,26.93,315
Narela,1426,2019-12-01,122.38,195.47,31.63,26.63,58.39,51.21,358
Narela,1426,2019-12-02,156.56,252.05,44.84,28.72,48.5,46.63,401
Narela,1426,2019-12-03,163.54,253.61,45.17,30.98,15.93,44.08,402
Narela,1426,2019-12-04,182.67,303.45,44.56,33.37,32.99,47.17,441
Narela,1426,2019-12-05,293.8,478.0,73.39,39.54,19.484,67.8,575
Narela,1426,2019-12-06,229.44,352.62,54.59,46.03,13.6808,39.32,478
Narela,1426,2019-12-07,217.38,354.69,49.33,62.42,130.49,45.24,480
Narela,1426,2019-12-08,200.33,327.27,46.46,60.0,4.42,41.37,459
Narela,1426,2019-12-09,186.33,288.21,50.7,56.55,8.89,48.64,429
Narela,1426,2019-12-10,245.42,373.77,59.84,61.31,4.71,45.62,495
Narela,1426,2019-12-11,351.15,571.92,89.44,69.18,5.89,69.19,647
Narela,1426,2019-12-12,294.49,425.01,59.19,61.64,6.12,31.79,534
Narela,1426,2019-12-13,86.23,117.26,29.66,34.64,6.5,35.35,290
Narela,1426,2019-12-14,61.02,121.19,29.11,27.24,3.17,29.5,300
Narela,1426,2019-12-15,81.71,134.01,22.13,33.04,11.74,28.51,310
Narela,1426,2019-12-16,68.77,112.18,17.37,34.13,11.75,25.46,273
Narela,1426,2019-12-17,86.61,140.51,19.85,50.57,10.64,26.77,315
Narela,1426,2019-12-18,136.8,212.1,27.61,56.12,10.74,38.28,370
Narela,1426,2019-12-19,280.36,441.18,54.81,66.8,9.29,21.14,547
Narela,1426,2019-12-20,302.38,451.09,50.17,69.1,11.35,13.16,554
Narela,1426,2019-12-21,188.73,294.97,32.54,77.74,12.26,8.94,434
Narela,1426,2019-12-22,126.11,186.59,24.51,64.81,10.17,19.85,351
Narela,1426,2019-12-23,140.56,212.07,24.86,54.6,11.78,18.58,370
Narela,1426,2019-12-24,212.42,356.24,41.41,54.4,10.29,13.38,481
Narela,1426,2019-12-25,125.06,209.26,25.52,47.94,8.22,14.97,368
Narela,1426,2019-12-26,169.58,272.17,30.59,56.7,14.13,13.59,417
Narela,1426,2019-12-27,259.3,431.21,46.51,53.36,6.24,9.85,539
Narela,1426,2019-12-28,220.54,372.41,41.13,47.58,6.23,9.43,494
Narela,1426,2019-12-29,274.67,455.99,51.4,47.42,10.18,22.26,558
Narela,1426,2019-12-30,244.3,362.71,50.49,46.68,12.23,3.66,486
Narela,1426,2019-12-31,275.86,423.18,55.88,46.27,9.65,19.86,533
Narela,1426,2020-01-01,308.61,503.16,63.71,54.12,10.32,20.94,594
Narela,1426,2020-01-02,260.65,445.04,58.69,53.69,9.48,16.39,550
Narela,1426,2020-01-03,185.42,331.37,57.76,51.86,8.84,20.38,462
Narela,1426,2020-01-04,191.62,333.93,47.32,49.11,5.728,32.38,464
Narela,1426,2020-01-05,164.42,222.068,39.42,50.97,4.8096000000000005,44.48,378
Narela,1426,2020-01-06,158.88,161.78,47.16,54.27,3.87552,22.74,332
Narela,1426,2020-01-07,99.41,157.3,42.12,41.29,12.65,17.81,328
Narela,1426,2020-01-08,93.95,129.81,36.64,38.88,12.87,15.04,307
Narela,1426,2020-01-09,84.35,137.71,31.21,30.6,11.96,23.38,313
Narela,1426,2020-01-10,130.82,194.45,43.86,33.7,13.46,31.36,357
Narela,1426,2020-01-11,143.79,221.64,49.02,40.07,12.18,32.71,378
Narela,1426,2020-01-12,190.08,307.28,56.41,51.71,12.53,27.24,444
Narela,1426,2020-01-13,208.08,358.53,61.38,56.89,11.8,17.96,483
Narela,1426,2020-01-14,108.64,174.22,26.96,48.7,12.38,22.38,341
Narela,1426,2020-01-15,113.41,202.92,34.12,41.22,12.81,30.8,363
Narela,1426,2020-01-16,146.65,232.1,36.71,43.66,12.85,11.35,386
Narela,1426,2020-01-17,119.92,188.12,30.51,40.05,11.83,13.64,352
Narela,1426,2020-01-18,111.88,176.92,38.88,35.59,11.96,23.57,343
Narela,1426,2020-01-19,108.75,154.98,19.68,31.71,12.66,28.63,326
Narela,1426,2020-01-20,143.46,221.08,32.41,33.47,12.17,26.2,377
Narela,1426,2020-01-21,267.4,432.0,58.69,42.51,12.19,19.5,540
Narela,1426,2020-01-22,149.15,211.1,33.0,36.42,12.93,21.24,370
Narela,1426,2020-01-23,67.2,132.57,33.28,33.19,8.81,41.3,309
Narela,1426,2020-01-24,91.07,155.29,41.19,33.95,6.64,51.16,327
Narela,1426,2020-01-25,175.97,312.49,52.45,48.07,16.93,54.93,448
Narela,1426,2020-01-26,196.29,304.52,41.03,52.03,13.21,50.37,441
Narela,1426,2020-01-27,195.75,335.19,61.11,53.6,17.4,31.26,465
Narela,1426,2020-01-28,105.5,162.94,43.56,41.76,13.01,26.31,333
Narela,1426,2020-01-29,83.31,155.67,34.8,35.38,12.61,37.47,327
Narela,1426,2020-01-30,93.43,158.31,30.19,31.27,11.6,32.66,329
Narela,1426,2020-01-31,96.15,183.14,31.12,27.76,12.79,27.34,348
Narela,1426,2020-02-01,108.24,211.19,31.99,30.3,12.61,35.79,370
Narela,1426,2020-02-02,115.57,184.17,28.81,32.85,11.98,33.82,349
Narela,1426,2020-02-03,152.57,297.02,43.81,35.09,14.56,43.16,436
Narela,1426,2020-02-04,174.3,379.53,66.43,38.48,24.05,52.59,499
Narela,1426,2020-02-05,140.49,271.98,40.14,40.17,18.48,41.0,416
Narela,1426,2020-02-06,142.73,262.43,39.8,33.11,18.23,44.98,409
Narela,1426,2020-02-07,156.81,270.66,47.51,31.67,16.53,36.85,415
Narela,1426,2020-02-08,160.5,254.98,34.8,32.64,18.21,44.82,403
Narela,1426,2020-02-09,177.4,280.03,39.82,33.51,21.02,43.47,423
Narela,1426,2020-02-10,173.12,296.78,46.06,31.71,18.47,38.81,435
Narela,1426,2020-02-11,164.04,279.18,49.01,31.98,17.51,41.81,422
Narela,1426,2020-02-12,185.05,297.19,35.43,39.99,23.74,50.11,436
Narela,1426,2020-02-13,93.34,163.99,23.52,35.45,18.97,52.48,333
Narela,1426,2020-02-14,83.38,177.88,22.86,32.62,22.78,54.27,344
Narela,1426,2020-02-15,105.62,195.82,32.57,30.93,23.23,53.56,358
Narela,1426,2020-02-16,159.09,277.48,46.5,39.81,30.0,48.13,421
Narela,1426,2020-02-17,163.25,282.45,45.32,41.41,31.85,52.29,424
Narela,1426,2020-02-18,146.07,260.66,47.83,35.58,31.98,56.05,408
Narela,1426,2020-02-19,182.27,396.51,75.16,34.72,27.28,59.48,512
Narela,1426,2020-02-20,111.65,283.81,52.12,37.63,20.06,53.56,426
Narela,1426,2020-02-21,52.44,106.56,30.11,36.08,10.75,48.93,255
Narela,1426,2020-02-22,66.14,145.19,38.55,35.95,15.5,42.44,319
Narela,1426,2020-02-23,106.44,213.54,45.05,47.89,22.24,42.12,371
Narela,1426,2020-02-24,74.92,173.17,47.67,45.14,24.88,46.35,340
Narela,1426,2020-02-25,149.9,261.29,49.39,52.73,29.34,38.96,408
Narela,1426,2020-02-26,188.29,346.65,53.72,46.12,30.98,36.98,474
Narela,1426,2020-02-27,127.83,272.48,56.14,41.98,19.54,44.77,417
Narela,1426,2020-02-28,86.19,203.1,51.21,41.45,10.25,34.1,363
Narela,1426,2020-02-29,60.08,138.25,35.62,35.52,15.14,36.54,314
Narela,1426,2020-03-01,50.58,118.46,47.58,31.71,15.04,47.73,294
Narela,1426,2020-03-02,85.65,205.27,48.13,36.12,17.28,43.25,365
Narela,1426,2020-03-03,94.28,219.77,44.74,39.0,27.25,41.23,376
Narela,1426,2020-03-04,91.49,221.01,58.62,36.56,19.98,46.6,377
Narela,1426,2020-03-05,31.4,74.53,44.02,35.62,10.91,30.43,148
Narela,1426,2020-03-06,22.98,46.22,40.55,28.83,12.22,35.54,77
Narela,1426,2020-03-07,48.79,109.69,50.38,28.74,14.59,43.43,265
Narela,1426,2020-03-08,67.97,121.16,35.03,28.99,15.11,37.76,300
Narela,1426,2020-03-09,59.9,134.38,28.55,29.91,16.17,42.71,311
Narela,1426,2020-03-10,75.22,147.39,21.65,29.25,21.72,66.75,321
Narela,1426,2020-03-11,57.07,124.51,33.05,28.63,16.11,57.82,303
Narela,1426,2020-03-12,53.52,147.71,40.54,30.82,15.82,39.85,321
Narela,1426,2020-03-13,89.45,268.33,45.41,33.39,24.2,43.59,414
Narela,1426,2020-03-14,40.25,93.14,38.04,25.28,12.27,34.52,210
Narela,1426,2020-03-15,74.54,161.28,35.22,32.01,13.47,47.04,331
Narela,1426,2020-03-16,67.08,156.95,34.83,30.92,13.51,50.84,328
Narela,1426,2020-03-17,79.78,174.0,36.65,33.95,18.24,49.88,341
Narela,1426,2020-03-18,76.59,174.55,37.79,40.29,14.58,62.56,341
Narela,1426,2020-03-19,108.41,234.09,41.03,39.38,14.96,52.63,387
Narela,1426,2020-03-20,101.76,272.94,52.29,36.5,21.6,55.72,417
Narela,1426,2020-03-21,131.73,300.24,50.22,43.54,29.59,60.14,438
Narela,1426,2020-03-22,90.16,176.5,28.79,37.52,17.8,56.49,343
Narela,1426,2020-03-23,64.07,152.99,28.22,29.95,15.46,49.71,325
Narela,1426,2020-03-24,63.92,145.89,29.32,28.03,16.65,49.83,319
Narela,1426,2020-03-25,44.61,102.92,17.18,30.35,8.44,44.41,243
Narela,1426,2020-03-26,60.84,115.16,14.32,27.86,16.21,34.61,283
Narela,1426,2020-03-27,25.57,54.01,13.78,18.45,8.61,32.1,90
Narela,1426,2020-03-28,27.76,61.29,16.64,19.05,7.47,32.85,104
Narela,1426,2020-03-29,32.8,84.84,12.1,18.23,8.35,49.0,182
Narela,1426,2020-03-30,34.22,95.75,13.4,19.05,8.73,53.01,219
Narela,1426,2020-03-31,72.75,141.12,13.51,25.26,4.909999999999999,37.28,316
Narela,1426,2020-04-01,27.954,64.34200000000001,7.802,12.508,4.398000000000001,27.858,114
Narela,1426,2020-04-02,26.9848,60.2424,6.942399999999999,11.3636,3.6076,23.6296,100
Narela,1426,2020-04-03,25.53776,53.14088,5.650879999999999,9.82632,2.58312,17.75352,88
Narela,1426,2020-04-04,16.095312,35.545056,4.079056,6.739584000000001,2.1177440000000005,13.848223999999998,59
Narela,1426,2020-04-05,13.7235744,29.7856672,3.3344672,5.5859008,1.6616928000000002,11.0462688,49
Narela,1426,2020-04-06,11.07132928,23.69432064,2.6128806399999998,4.43036096,1.2725113600000002,8.52960256,39
Narela,1426,2020-04-07,27.33,164.67,129.56,37.47,5.48,89.16,334
Narela,1426,2020-04-08,10.424980735999998,43.629997568,27.101469568,9.497252352,1.682840832,21.747174272,72
Narela,1426,2020-04-09,9.765262003199998,46.3988636416,31.8548700416,10.279522662400002,1.6870704384,23.8873553664,77
Narela,1426,2020-04-10,9.504048547839998,50.93977224192,37.70326792192,11.44935500288,1.76998225408,26.95890592768,84
Narela,1426,2020-04-11,33.9,124.19,19.331921506304,41.38,1.027978704896,14.518687113215998,303
Narela,1426,2020-04-12,65.41,124.81,17.7780118939648,50.54,0.8970062794752,13.0729896814592,303
Narela,1426,2020-04-13,21.762809709568,59.987954448384,14.96264026443776,20.673871000576,0.73899344769024,10.91011654447104,99
Narela,1426,2020-04-14,24.2145619419136,61.797590889676805,10.414514732941312,22.5187742001152,0.5327956864122879,7.700358667829247,105
Narela,1426,2020-04-15,22.27747433029632,49.31910906761216,8.631033378268773,18.74652904013824,0.4337590827155456,6.336692978751897,82
Narela,1426,2020-04-16,13.650969196355584,34.22093088113459,6.8016376751295695,12.387834848165888,0.3411096433636147,4.989433638210437,57
Narela,1426,2020-04-17,12.0286010937131,29.06752616768471,5.1694371572679305,10.730627617683863,0.2615328824982896,3.8052970569583167,48
Narela,1426,2020-04-18,9.591408924073002,22.52151322328629,4.120421642133255,8.372998301197597,0.20728032171549,3.02628473478413,37
Narela,1426,2020-04-19,69.6,189.75,49.53,39.8,16.57,62.11,353
Narela,1426,2020-04-20,75.08,181.29,40.67,34.11,12.69,50.69,347
Narela,1426,2020-04-21,55.88,146.58,31.29,34.0,20.61,72.6,320
Narela,1426,2020-04-22,60.02,173.83,32.72,29.82,12.44,80.98,341
Narela,1426,2020-04-23,75.6,183.83,38.16,34.11,19.71,65.55,349
Narela,1426,2020-04-24,103.25,228.4,38.38,38.25,19.81,83.62,383
Narela,1426,2020-04-25,36.04,126.27,28.57,29.08,7.11,83.37,304
Narela,1426,2020-04-26,48.44,167.23,29.06,31.74,12.54,69.13,336
Narela,1426,2020-04-27,37.77,83.4,26.99,33.65,8.7,73.94,178
Narela,1426,2020-04-28,53.21,127.52,27.62,34.95,16.58,84.0,305
Narela,1426,2020-04-29,68.88,164.79,31.08,35.69,13.26,86.35,334
Narela,1426,2020-04-30,63.48,148.0,31.56,41.05,13.03,86.86,321
Narela,1426,2020-05-01,78.99,196.16,30.44,49.2,17.25,86.98,358
Narela,1426,2020-05-02,39.18,133.97,26.3,44.75,10.37,82.22,310
Narela,1426,2020-05-03,37.73,96.42,25.99,40.45,9.52,64.66,221
Narela,1426,2020-05-04,36.1,91.17,24.51,39.06,10.27,75.87,203
Narela,1426,2020-05-05,72.71,178.67,31.89,38.04,13.69,76.59,345
Narela,1426,2020-05-06,86.27,234.67,28.73,39.29,14.66,80.04,388
Narela,1426,2020-05-07,41.79,116.12,23.65,32.89,12.98,105.12,287
Narela,1426,2020-05-08,74.98,182.9,25.95,36.99,16.67,106.66,348
Narela,1426,2020-05-09,68.25,167.5,29.57,39.43,15.18,106.07,336
Narela,1426,2020-05-10,60.31,129.91,23.67,42.28,11.52,76.35,307
Narela,1426,2020-05-11,57.75,129.92,29.01,39.41,13.32,89.37,307
Narela,1426,2020-05-12,59.02,150.79,23.13,38.54,15.39,94.29,323
Narela,1426,2020-05-13,105.27,246.79,31.54,44.61,21.02,71.11,397
Narela,1426,2020-05-14,92.94,229.71,28.24,44.34,14.63,78.66,384
Narela,1426,2020-05-15,67.33,160.67,25.9,42.03,17.86,78.56,331
Narela,1426,2020-05-16,91.31,206.15,25.48,40.38,23.68,92.13,366
Narela,1426,2020-05-17,113.23,254.12,29.42,39.33,30.94,94.71,403
Narela,1426,2020-05-18,119.91,264.16,41.83,38.21,31.72,82.02,410
Narela,1426,2020-05-19,118.65,327.52,50.19,35.76,23.9,80.89,459
Narela,1426,2020-05-20,93.63,219.37,36.62,35.68,29.66,88.34,376
Narela,1426,2020-05-21,72.84,225.19,33.31,34.38,27.86,85.5,380
Narela,1426,2020-05-22,136.01,310.98,47.39,40.7,38.11,86.24,446
Narela,1426,2020-05-23,102.81,304.42,48.88,31.78,18.61,49.54,441
Narela,1426,2020-05-24,67.24,246.69,27.38,32.87,17.14,69.31,397
Narela,1426,2020-05-25,71.68,208.64,27.53,35.41,27.46,73.22,368
Narela,1426,2020-05-26,89.44,266.27,35.23,35.17,33.17,56.74,412
Narela,1426,2020-05-27,56.43,221.35,34.78,25.05,16.51,91.0,377
Narela,1426,2020-05-28,53.0,273.62,26.21,25.59,15.428000000000004,58.28,418
Narela,1426,2020-05-29,31.19,94.36,28.35,42.8,13.0216,44.56,214
Narela,1426,2020-05-30,27.07,61.95,35.75,46.63,8.991920000000002,52.74,106
Narela,1426,2020-05-31,25.53,53.08,25.81,45.73,7.488304000000001,40.96,88
Narela,1426,2020-06-01,46.17,115.22,24.57,47.83,5.900364800000001,50.64,284
Narela,1426,2020-06-02,52.03,125.01,26.23,43.04,4.476117760000001,48.89,303
Narela,1426,2020-06-03,56.79,146.96,31.09,48.57,3.572957312000001,56.48,320
Narela,1426,2020-06-04,71.6,175.92,39.02,46.46,2.7898879744000005,37.58,343
Narela,1426,2020-06-05,48.21,116.46,28.37,46.01,2.1677926092800006,52.0,288
Narela,1426,2020-06-06,47.02,125.32,28.75,21.97,1.7061275791360004,32.11,304
Narela,1426,2020-06-07,50.26,134.54,27.24,17.36,10.57,33.77,311
Narela,1426,2020-06-08,54.14,143.49,25.19,16.66,12.16,41.03,318
Narela,1426,2020-06-09,78.55,205.32,39.04,17.09,15.89,39.9,365
Narela,1426,2020-06-10,72.41,205.34,33.8,15.97,7.94,30.49,365
Narela,1426,2020-06-11,70.97,191.88,29.06,15.47,10.06,34.39,355
Narela,1426,2020-06-12,85.41,238.35,39.53,14.28,8.87,37.33,391
Narela,1426,2020-06-13,72.8,202.78,39.11,13.74,6.18,20.75,363
Narela,1426,2020-06-14,79.98,218.53,30.04,14.08,8.1,12.63,375
Narela,1426,2020-06-15,62.92,172.36,30.01,12.9,5.41,13.21,340
Narela,1426,2020-06-16,53.25,155.65,31.04,12.2,8.55,14.34,327
Narela,1426,2020-06-17,42.38,128.73,28.5,11.49,5.17,14.44,306
Narela,1426,2020-06-18,43.22,126.85,24.64,13.36,4.95,14.86,305
Narela,1426,2020-06-19,73.19,221.91,25.99,15.41,4.34,13.21,378
Narela,1426,2020-06-20,41.91,111.36,29.98,13.41,2.16,14.16,271
Narela,1426,2020-06-21,50.85,128.53,32.85,14.61,3.49,17.12,306
Narela,1426,2020-06-22,41.65,99.58,22.26,15.34,4.45,16.57,231
Narela,1426,2020-06-23,34.19,81.91,27.45,17.36,3.03,15.4,173
Narela,1426,2020-06-24,32.22,75.11,26.99,17.5,1.34,13.88,150
Narela,1426,2020-06-25,46.75,119.76,30.55,18.27,1.14,15.0,299
Narela,1426,2020-06-26,52.19,134.31,28.9,17.31,2.48,15.2,311
Narela,1426,2020-06-27,51.23,201.74,21.11,16.1,4.55,9.72,362
Narela,1426,2020-06-28,63.68,379.8,22.38,15.27,6.12,10.06,499
Narela,1426,2020-06-29,50.55,236.89,24.16,13.81,4.68,15.54,389
Narela,1426,2020-06-30,47.61,122.93,27.67,16.99,3.21,22.11,302
Narela,1426,2020-07-01,53.71,154.44,30.01,17.26,5.24,25.8,326
Narela,1426,2020-07-02,70.04,190.29,37.29,16.33,2.9,32.36,354
Narela,1426,2020-07-03,66.17,178.58,40.38,14.62,3.19,32.31,345
Narela,1426,2020-07-04,45.33,113.25,28.36,12.46,2.37,27.26,277
Narela,1426,2020-07-05,24.19,70.17,19.76,9.46,5.87,25.46,133
Narela,1426,2020-07-06,46.52,112.35,27.36,9.55,6.54,24.35,274
Narela,1426,2020-07-07,20.15,53.46,21.04,7.28,7.19,15.66,89
Narela,1426,2020-07-08,21.17,48.4,22.09,7.04,4.43,18.96,80
Narela,1426,2020-07-09,38.31,87.42,25.43,7.77,5.12,28.02,191
Narela,1426,2020-07-10,27.62,75.88,19.16,6.74,2.82,25.26,152
Narela,1426,2020-07-11,21.4,63.23,23.28,6.39,4.12,29.15,110
Narela,1426,2020-07-12,25.17,69.54,18.45,6.26,9.61,26.33,131
Narela,1426,2020-07-13,37.67,129.81,21.03,6.31,12.68,30.13,307
Narela,1426,2020-07-14,51.06,181.77,21.73,6.53,7.04,29.75,347
Narela,1426,2020-07-15,41.23,117.77,23.79,6.87,11.15,29.74,292
Narela,1426,2020-07-16,34.73,83.64,22.38,6.74,13.73,25.56,178
